sales_id,date_key,store_key,product_key,quantity,unit_price,total_sales,estimated_cost,estimated_profit
255253,651,17,5,14,180.00,2520.00,1638.00,882.00
255254,362,15,4,13,75.00,975.00,633.75,341.25
255255,540,3,2,11,700.00,7700.00,5005.00,2695.00
255256,70,3,1,12,900.00,10800.00,7020.00,3780.00
255257,15,12,3,9,300.00,2700.00,1755.00,945.00
255258,76,17,1,1,900.00,900.00,585.00,315.00
255259,284,6,1,3,900.00,2700.00,1755.00,945.00
255260,528,2,2,1,700.00,700.00,455.00,245.00
255261,337,19,3,8,300.00,2400.00,1560.00,840.00
255262,700,12,6,13,25.00,325.00,211.25,113.75
255263,243,20,7,1,40.00,40.00,26.00,14.00
255264,643,17,4,14,75.00,1050.00,682.50,367.50
255265,165,14,7,2,40.00,80.00,52.00,28.00
255266,210,10,4,1,75.00,75.00,48.75,26.25
255267,695,12,7,12,40.00,480.00,312.00,168.00
255268,538,17,6,5,25.00,125.00,81.25,43.75
255269,51,3,5,7,180.00,1260.00,819.00,441.00
255270,262,12,5,5,180.00,900.00,585.00,315.00
255271,624,16,3,5,300.00,1500.00,975.00,525.00
255272,77,8,5,11,180.00,1980.00,1287.00,693.00
255273,513,1,3,1,300.00,300.00,195.00,105.00
255274,535,11,7,11,40.00,440.00,286.00,154.00
255275,568,7,2,4,700.00,2800.00,1820.00,980.00
255276,457,3,2,8,700.00,5600.00,3640.00,1960.00
255277,440,20,6,10,25.00,250.00,162.50,87.50
255278,670,17,5,14,180.00,2520.00,1638.00,882.00
255279,724,9,1,12,900.00,10800.00,7020.00,3780.00
255280,208,4,6,10,25.00,250.00,162.50,87.50
255281,298,13,3,14,300.00,4200.00,2730.00,1470.00
255282,537,6,3,5,300.00,1500.00,975.00,525.00
255283,223,11,1,12,900.00,10800.00,7020.00,3780.00
255284,613,17,4,3,75.00,225.00,146.25,78.75
255285,149,7,2,4,700.00,2800.00,1820.00,980.00
255286,346,5,6,8,25.00,200.00,130.00,70.00
255287,551,6,6,5,25.00,125.00,81.25,43.75
255288,138,5,3,2,300.00,600.00,390.00,210.00
255289,615,10,5,10,180.00,1800.00,1170.00,630.00
255290,488,11,4,2,75.00,150.00,97.50,52.50
255291,30,15,3,10,300.00,3000.00,1950.00,1050.00
255292,289,15,3,2,300.00,600.00,390.00,210.00
255293,480,14,1,8,900.00,7200.00,4680.00,2520.00
255294,373,8,5,14,180.00,2520.00,1638.00,882.00
255295,85,16,1,3,900.00,2700.00,1755.00,945.00
255296,610,6,4,4,75.00,300.00,195.00,105.00
255297,645,16,1,1,900.00,900.00,585.00,315.00
255298,52,13,4,13,75.00,975.00,633.75,341.25
255299,549,2,4,3,75.00,225.00,146.25,78.75
255300,51,18,2,12,700.00,8400.00,5460.00,2940.00
255301,240,9,5,6,180.00,1080.00,702.00,378.00
255302,180,11,5,11,180.00,1980.00,1287.00,693.00
255303,585,6,7,11,40.00,440.00,286.00,154.00
255304,460,20,3,2,300.00,600.00,390.00,210.00
255305,217,16,7,2,40.00,80.00,52.00,28.00
255306,363,20,3,14,300.00,4200.00,2730.00,1470.00
255307,29,6,1,14,900.00,12600.00,8190.00,4410.00
255308,607,14,2,8,700.00,5600.00,3640.00,1960.00
255309,208,15,5,2,180.00,360.00,234.00,126.00
255310,575,9,6,13,25.00,325.00,211.25,113.75
255311,633,3,7,4,40.00,160.00,104.00,56.00
255312,20,20,1,12,900.00,10800.00,7020.00,3780.00
255313,155,2,6,5,25.00,125.00,81.25,43.75
255314,106,4,2,6,700.00,4200.00,2730.00,1470.00
255315,280,7,4,4,75.00,300.00,195.00,105.00
255316,31,2,2,14,700.00,9800.00,6370.00,3430.00
255317,187,6,1,11,900.00,9900.00,6435.00,3465.00
255318,62,11,4,3,75.00,225.00,146.25,78.75
255319,432,15,7,7,40.00,280.00,182.00,98.00
255320,106,1,7,4,40.00,160.00,104.00,56.00
255321,564,13,7,10,40.00,400.00,260.00,140.00
255322,282,18,7,13,40.00,520.00,338.00,182.00
255323,160,2,6,2,25.00,50.00,32.50,17.50
255324,513,12,2,6,700.00,4200.00,2730.00,1470.00
255325,650,7,5,11,180.00,1980.00,1287.00,693.00
255326,472,6,6,13,25.00,325.00,211.25,113.75
255327,428,9,6,12,25.00,300.00,195.00,105.00
255328,82,7,1,5,900.00,4500.00,2925.00,1575.00
255329,360,12,3,1,300.00,300.00,195.00,105.00
255330,6,17,3,12,300.00,3600.00,2340.00,1260.00
255331,328,8,4,13,75.00,975.00,633.75,341.25
255332,297,4,4,3,75.00,225.00,146.25,78.75
255333,450,14,1,10,900.00,9000.00,5850.00,3150.00
255334,457,20,4,12,75.00,900.00,585.00,315.00
255335,674,11,4,5,75.00,375.00,243.75,131.25
255336,345,8,1,5,900.00,4500.00,2925.00,1575.00
255337,427,5,6,12,25.00,300.00,195.00,105.00
255338,143,11,6,4,25.00,100.00,65.00,35.00
255339,181,1,2,13,700.00,9100.00,5915.00,3185.00
255340,257,12,4,8,75.00,600.00,390.00,210.00
255341,175,12,2,8,700.00,5600.00,3640.00,1960.00
255342,426,9,6,11,25.00,275.00,178.75,96.25
255343,727,18,6,11,25.00,275.00,178.75,96.25
255344,213,17,2,10,700.00,7000.00,4550.00,2450.00
255345,468,1,6,5,25.00,125.00,81.25,43.75
255346,97,2,2,12,700.00,8400.00,5460.00,2940.00
255347,397,9,3,7,300.00,2100.00,1365.00,735.00
255348,633,15,5,4,180.00,720.00,468.00,252.00
255349,158,8,1,13,900.00,11700.00,7605.00,4095.00
255350,303,6,3,6,300.00,1800.00,1170.00,630.00
255351,632,18,4,7,75.00,525.00,341.25,183.75
255352,384,10,2,5,700.00,3500.00,2275.00,1225.00
255353,45,9,4,2,75.00,150.00,97.50,52.50
255354,127,16,5,8,180.00,1440.00,936.00,504.00
255355,317,8,5,1,180.00,180.00,117.00,63.00
255356,330,17,6,7,25.00,175.00,113.75,61.25
255357,719,4,6,2,25.00,50.00,32.50,17.50
255358,337,1,4,12,75.00,900.00,585.00,315.00
255359,618,10,5,12,180.00,2160.00,1404.00,756.00
255360,465,19,2,7,700.00,4900.00,3185.00,1715.00
255361,18,8,7,11,40.00,440.00,286.00,154.00
255362,173,17,7,8,40.00,320.00,208.00,112.00
255363,284,5,1,8,900.00,7200.00,4680.00,2520.00
255364,600,16,6,7,25.00,175.00,113.75,61.25
255365,722,20,3,6,300.00,1800.00,1170.00,630.00
255366,52,11,2,5,700.00,3500.00,2275.00,1225.00
255483,359,16,7,11,40.00,440.00,286.00,154.00
255367,601,11,4,1,75.00,75.00,48.75,26.25
255368,43,9,5,5,180.00,900.00,585.00,315.00
255369,265,3,2,14,700.00,9800.00,6370.00,3430.00
255370,57,7,5,5,180.00,900.00,585.00,315.00
255371,414,5,2,8,700.00,5600.00,3640.00,1960.00
255372,690,15,4,11,75.00,825.00,536.25,288.75
255373,591,6,1,11,900.00,9900.00,6435.00,3465.00
255374,554,20,7,9,40.00,360.00,234.00,126.00
255375,109,6,4,5,75.00,375.00,243.75,131.25
255376,629,13,6,5,25.00,125.00,81.25,43.75
255377,17,20,7,7,40.00,280.00,182.00,98.00
255378,587,15,3,4,300.00,1200.00,780.00,420.00
255379,69,14,1,12,900.00,10800.00,7020.00,3780.00
255380,359,8,7,5,40.00,200.00,130.00,70.00
255381,348,20,7,3,40.00,120.00,78.00,42.00
255382,580,1,6,1,25.00,25.00,16.25,8.75
255383,631,3,4,3,75.00,225.00,146.25,78.75
255384,289,10,1,7,900.00,6300.00,4095.00,2205.00
255385,271,2,7,3,40.00,120.00,78.00,42.00
255386,299,7,5,6,180.00,1080.00,702.00,378.00
255387,246,2,2,10,700.00,7000.00,4550.00,2450.00
255388,564,12,6,8,25.00,200.00,130.00,70.00
255389,386,14,2,12,700.00,8400.00,5460.00,2940.00
255390,246,17,1,12,900.00,10800.00,7020.00,3780.00
255391,23,9,1,12,900.00,10800.00,7020.00,3780.00
255392,671,16,3,12,300.00,3600.00,2340.00,1260.00
255393,100,12,4,7,75.00,525.00,341.25,183.75
255394,397,5,6,6,25.00,150.00,97.50,52.50
255395,168,1,4,10,75.00,750.00,487.50,262.50
255396,87,10,6,14,25.00,350.00,227.50,122.50
255397,241,6,3,12,300.00,3600.00,2340.00,1260.00
255398,141,2,4,3,75.00,225.00,146.25,78.75
255399,685,10,6,9,25.00,225.00,146.25,78.75
255400,715,1,2,3,700.00,2100.00,1365.00,735.00
255401,213,6,3,2,300.00,600.00,390.00,210.00
255402,704,9,7,4,40.00,160.00,104.00,56.00
255403,416,8,3,1,300.00,300.00,195.00,105.00
255404,64,13,4,3,75.00,225.00,146.25,78.75
255405,690,11,5,8,180.00,1440.00,936.00,504.00
255406,338,5,2,3,700.00,2100.00,1365.00,735.00
255407,601,2,4,7,75.00,525.00,341.25,183.75
255408,106,3,3,7,300.00,2100.00,1365.00,735.00
255409,539,18,4,11,75.00,825.00,536.25,288.75
255410,699,7,7,12,40.00,480.00,312.00,168.00
255411,344,5,6,4,25.00,100.00,65.00,35.00
255412,384,17,1,1,900.00,900.00,585.00,315.00
255413,552,11,2,8,700.00,5600.00,3640.00,1960.00
255414,43,9,4,7,75.00,525.00,341.25,183.75
255415,467,15,5,13,180.00,2340.00,1521.00,819.00
255416,43,12,5,4,180.00,720.00,468.00,252.00
255417,678,18,6,6,25.00,150.00,97.50,52.50
255418,390,17,6,5,25.00,125.00,81.25,43.75
255419,224,11,7,11,40.00,440.00,286.00,154.00
255420,483,18,1,3,900.00,2700.00,1755.00,945.00
255421,397,6,6,9,25.00,225.00,146.25,78.75
255422,157,4,3,9,300.00,2700.00,1755.00,945.00
255423,157,16,5,3,180.00,540.00,351.00,189.00
255424,273,13,2,13,700.00,9100.00,5915.00,3185.00
255425,670,14,2,12,700.00,8400.00,5460.00,2940.00
255426,459,6,6,13,25.00,325.00,211.25,113.75
255427,476,10,4,2,75.00,150.00,97.50,52.50
255428,507,1,2,3,700.00,2100.00,1365.00,735.00
255429,439,3,7,4,40.00,160.00,104.00,56.00
255430,342,2,7,6,40.00,240.00,156.00,84.00
255431,212,4,5,12,180.00,2160.00,1404.00,756.00
255432,323,14,5,14,180.00,2520.00,1638.00,882.00
255433,424,1,4,2,75.00,150.00,97.50,52.50
255434,667,6,4,10,75.00,750.00,487.50,262.50
255435,129,16,7,2,40.00,80.00,52.00,28.00
255436,621,7,5,13,180.00,2340.00,1521.00,819.00
255437,515,13,7,2,40.00,80.00,52.00,28.00
255438,268,19,3,10,300.00,3000.00,1950.00,1050.00
255439,154,10,3,6,300.00,1800.00,1170.00,630.00
255440,188,1,2,10,700.00,7000.00,4550.00,2450.00
255441,662,4,7,7,40.00,280.00,182.00,98.00
255442,688,13,4,1,75.00,75.00,48.75,26.25
255443,240,16,1,4,900.00,3600.00,2340.00,1260.00
255444,198,1,4,10,75.00,750.00,487.50,262.50
255445,113,19,1,13,900.00,11700.00,7605.00,4095.00
255446,590,18,3,6,300.00,1800.00,1170.00,630.00
255447,435,10,5,8,180.00,1440.00,936.00,504.00
255448,467,17,1,9,900.00,8100.00,5265.00,2835.00
255449,679,15,5,8,180.00,1440.00,936.00,504.00
255450,575,1,1,7,900.00,6300.00,4095.00,2205.00
255451,289,4,5,3,180.00,540.00,351.00,189.00
255452,221,15,1,7,900.00,6300.00,4095.00,2205.00
255453,556,3,1,10,900.00,9000.00,5850.00,3150.00
255454,144,19,3,7,300.00,2100.00,1365.00,735.00
255455,650,9,6,8,25.00,200.00,130.00,70.00
255456,202,5,3,14,300.00,4200.00,2730.00,1470.00
255457,556,2,2,4,700.00,2800.00,1820.00,980.00
255458,129,1,5,14,180.00,2520.00,1638.00,882.00
255459,307,3,6,4,25.00,100.00,65.00,35.00
255460,213,20,6,1,25.00,25.00,16.25,8.75
255461,204,9,3,13,300.00,3900.00,2535.00,1365.00
255462,656,13,6,8,25.00,200.00,130.00,70.00
255463,70,5,3,14,300.00,4200.00,2730.00,1470.00
255464,207,14,7,13,40.00,520.00,338.00,182.00
255465,97,6,6,14,25.00,350.00,227.50,122.50
255466,693,10,2,9,700.00,6300.00,4095.00,2205.00
255467,566,8,1,12,900.00,10800.00,7020.00,3780.00
255468,666,14,2,12,700.00,8400.00,5460.00,2940.00
255469,718,1,2,5,700.00,3500.00,2275.00,1225.00
255470,189,2,1,13,900.00,11700.00,7605.00,4095.00
255471,404,10,3,9,300.00,2700.00,1755.00,945.00
255472,358,12,4,13,75.00,975.00,633.75,341.25
255473,181,9,6,7,25.00,175.00,113.75,61.25
255474,117,14,5,10,180.00,1800.00,1170.00,630.00
255475,359,4,7,5,40.00,200.00,130.00,70.00
255476,172,4,3,13,300.00,3900.00,2535.00,1365.00
255477,152,19,5,12,180.00,2160.00,1404.00,756.00
255478,122,18,6,4,25.00,100.00,65.00,35.00
255479,116,16,6,2,25.00,50.00,32.50,17.50
255480,202,16,2,14,700.00,9800.00,6370.00,3430.00
255481,11,2,1,7,900.00,6300.00,4095.00,2205.00
255484,490,12,6,8,25.00,200.00,130.00,70.00
255485,725,2,6,10,25.00,250.00,162.50,87.50
255486,104,14,7,12,40.00,480.00,312.00,168.00
255487,652,16,7,10,40.00,400.00,260.00,140.00
255488,100,3,6,10,25.00,250.00,162.50,87.50
255489,164,16,4,8,75.00,600.00,390.00,210.00
255490,310,1,1,5,900.00,4500.00,2925.00,1575.00
255491,143,1,5,2,180.00,360.00,234.00,126.00
255492,401,6,3,1,300.00,300.00,195.00,105.00
255493,680,16,5,14,180.00,2520.00,1638.00,882.00
255494,76,13,7,2,40.00,80.00,52.00,28.00
255495,247,8,3,9,300.00,2700.00,1755.00,945.00
255496,491,19,3,7,300.00,2100.00,1365.00,735.00
255497,19,12,4,13,75.00,975.00,633.75,341.25
255498,437,9,4,8,75.00,600.00,390.00,210.00
255499,440,20,1,5,900.00,4500.00,2925.00,1575.00
255500,129,18,7,12,40.00,480.00,312.00,168.00
255501,452,17,2,2,700.00,1400.00,910.00,490.00
255502,132,8,2,3,700.00,2100.00,1365.00,735.00
255503,1,20,5,14,180.00,2520.00,1638.00,882.00
255504,707,7,7,5,40.00,200.00,130.00,70.00
255505,57,15,5,6,180.00,1080.00,702.00,378.00
255506,582,1,2,1,700.00,700.00,455.00,245.00
255507,364,17,6,12,25.00,300.00,195.00,105.00
255508,250,9,1,13,900.00,11700.00,7605.00,4095.00
255509,214,9,4,11,75.00,825.00,536.25,288.75
255510,360,12,1,14,900.00,12600.00,8190.00,4410.00
255511,304,6,3,4,300.00,1200.00,780.00,420.00
255512,250,16,5,13,180.00,2340.00,1521.00,819.00
255513,602,3,2,13,700.00,9100.00,5915.00,3185.00
255514,156,16,7,6,40.00,240.00,156.00,84.00
255515,384,1,2,11,700.00,7700.00,5005.00,2695.00
255516,552,7,2,4,700.00,2800.00,1820.00,980.00
255517,18,14,4,1,75.00,75.00,48.75,26.25
255518,697,13,4,2,75.00,150.00,97.50,52.50
255519,235,3,7,9,40.00,360.00,234.00,126.00
255520,473,20,1,4,900.00,3600.00,2340.00,1260.00
255521,648,8,5,1,180.00,180.00,117.00,63.00
255522,680,14,7,2,40.00,80.00,52.00,28.00
255523,74,16,2,14,700.00,9800.00,6370.00,3430.00
255524,535,3,2,7,700.00,4900.00,3185.00,1715.00
255525,76,12,7,9,40.00,360.00,234.00,126.00
255526,617,14,4,8,75.00,600.00,390.00,210.00
255527,347,5,1,4,900.00,3600.00,2340.00,1260.00
255528,249,10,6,6,25.00,150.00,97.50,52.50
255529,407,18,6,8,25.00,200.00,130.00,70.00
255530,335,19,2,9,700.00,6300.00,4095.00,2205.00
255531,394,8,4,4,75.00,300.00,195.00,105.00
255532,244,15,6,12,25.00,300.00,195.00,105.00
255533,662,18,2,13,700.00,9100.00,5915.00,3185.00
255534,43,3,4,7,75.00,525.00,341.25,183.75
255535,274,5,5,2,180.00,360.00,234.00,126.00
255536,577,19,1,2,900.00,1800.00,1170.00,630.00
255537,718,4,2,8,700.00,5600.00,3640.00,1960.00
255538,66,14,5,2,180.00,360.00,234.00,126.00
255539,148,20,5,6,180.00,1080.00,702.00,378.00
255540,518,13,5,13,180.00,2340.00,1521.00,819.00
255541,97,14,5,2,180.00,360.00,234.00,126.00
255542,41,13,1,14,900.00,12600.00,8190.00,4410.00
255543,1,4,2,4,700.00,2800.00,1820.00,980.00
255544,484,8,6,14,25.00,350.00,227.50,122.50
255545,321,1,1,8,900.00,7200.00,4680.00,2520.00
255546,474,20,1,9,900.00,8100.00,5265.00,2835.00
255547,664,16,6,8,25.00,200.00,130.00,70.00
255548,543,4,1,14,900.00,12600.00,8190.00,4410.00
255549,510,16,2,8,700.00,5600.00,3640.00,1960.00
255550,547,8,7,4,40.00,160.00,104.00,56.00
255551,601,5,1,9,900.00,8100.00,5265.00,2835.00
255552,161,19,1,1,900.00,900.00,585.00,315.00
255553,636,3,3,1,300.00,300.00,195.00,105.00
255554,275,13,5,3,180.00,540.00,351.00,189.00
255555,497,1,6,1,25.00,25.00,16.25,8.75
255556,626,19,7,9,40.00,360.00,234.00,126.00
255557,92,1,1,3,900.00,2700.00,1755.00,945.00
255558,624,9,6,1,25.00,25.00,16.25,8.75
255559,257,18,6,6,25.00,150.00,97.50,52.50
255560,350,14,6,1,25.00,25.00,16.25,8.75
255561,341,2,1,7,900.00,6300.00,4095.00,2205.00
255562,420,1,5,6,180.00,1080.00,702.00,378.00
255563,628,10,3,12,300.00,3600.00,2340.00,1260.00
255564,623,4,3,4,300.00,1200.00,780.00,420.00
255565,44,15,6,11,25.00,275.00,178.75,96.25
255566,352,7,2,10,700.00,7000.00,4550.00,2450.00
255567,650,14,6,4,25.00,100.00,65.00,35.00
255568,279,2,7,13,40.00,520.00,338.00,182.00
255569,133,13,5,3,180.00,540.00,351.00,189.00
255570,263,5,1,13,900.00,11700.00,7605.00,4095.00
255571,547,19,3,2,300.00,600.00,390.00,210.00
255572,84,2,6,1,25.00,25.00,16.25,8.75
255573,728,12,5,9,180.00,1620.00,1053.00,567.00
255574,55,12,5,7,180.00,1260.00,819.00,441.00
255575,574,5,6,7,25.00,175.00,113.75,61.25
255576,273,19,4,7,75.00,525.00,341.25,183.75
255577,674,19,1,6,900.00,5400.00,3510.00,1890.00
255578,709,13,7,2,40.00,80.00,52.00,28.00
255579,424,14,2,4,700.00,2800.00,1820.00,980.00
255580,624,15,7,12,40.00,480.00,312.00,168.00
255581,16,6,1,6,900.00,5400.00,3510.00,1890.00
255582,415,7,6,14,25.00,350.00,227.50,122.50
255583,543,4,7,5,40.00,200.00,130.00,70.00
255584,152,1,5,1,180.00,180.00,117.00,63.00
255585,253,3,3,7,300.00,2100.00,1365.00,735.00
255586,45,9,2,7,700.00,4900.00,3185.00,1715.00
255587,617,14,5,5,180.00,900.00,585.00,315.00
255588,397,5,2,6,700.00,4200.00,2730.00,1470.00
255589,507,8,2,7,700.00,4900.00,3185.00,1715.00
255590,197,1,4,7,75.00,525.00,341.25,183.75
255591,429,13,4,7,75.00,525.00,341.25,183.75
255592,190,13,3,3,300.00,900.00,585.00,315.00
255593,645,8,5,3,180.00,540.00,351.00,189.00
255594,586,19,2,11,700.00,7700.00,5005.00,2695.00
255595,533,10,2,2,700.00,1400.00,910.00,490.00
255596,35,12,3,13,300.00,3900.00,2535.00,1365.00
255597,78,8,2,3,700.00,2100.00,1365.00,735.00
255598,399,1,3,11,300.00,3300.00,2145.00,1155.00
255599,357,4,4,7,75.00,525.00,341.25,183.75
255716,372,12,3,1,300.00,300.00,195.00,105.00
255600,404,2,6,5,25.00,125.00,81.25,43.75
255601,433,16,5,11,180.00,1980.00,1287.00,693.00
255602,725,18,1,2,900.00,1800.00,1170.00,630.00
255720,558,18,3,6,300.00,1800.00,1170.00,630.00
255603,711,16,4,3,75.00,225.00,146.25,78.75
255604,725,13,4,1,75.00,75.00,48.75,26.25
255605,287,2,4,13,75.00,975.00,633.75,341.25
255606,714,7,2,8,700.00,5600.00,3640.00,1960.00
255607,281,3,3,9,300.00,2700.00,1755.00,945.00
255608,652,6,1,4,900.00,3600.00,2340.00,1260.00
255609,457,2,1,4,900.00,3600.00,2340.00,1260.00
255610,290,3,2,4,700.00,2800.00,1820.00,980.00
255611,67,5,5,3,180.00,540.00,351.00,189.00
255612,220,6,1,11,900.00,9900.00,6435.00,3465.00
255613,16,19,7,6,40.00,240.00,156.00,84.00
255614,321,2,7,5,40.00,200.00,130.00,70.00
255615,202,19,3,14,300.00,4200.00,2730.00,1470.00
255616,34,18,2,13,700.00,9100.00,5915.00,3185.00
255617,468,20,2,12,700.00,8400.00,5460.00,2940.00
255618,291,16,5,1,180.00,180.00,117.00,63.00
255619,608,5,2,11,700.00,7700.00,5005.00,2695.00
255620,267,5,4,7,75.00,525.00,341.25,183.75
255621,709,13,6,10,25.00,250.00,162.50,87.50
255622,575,20,5,4,180.00,720.00,468.00,252.00
255623,596,18,5,8,180.00,1440.00,936.00,504.00
255624,638,17,5,14,180.00,2520.00,1638.00,882.00
255625,682,10,7,13,40.00,520.00,338.00,182.00
255626,167,15,5,7,180.00,1260.00,819.00,441.00
255627,106,4,2,14,700.00,9800.00,6370.00,3430.00
255628,56,8,1,1,900.00,900.00,585.00,315.00
255629,569,16,1,6,900.00,5400.00,3510.00,1890.00
255630,571,5,6,13,25.00,325.00,211.25,113.75
255631,691,4,5,4,180.00,720.00,468.00,252.00
255632,49,17,6,4,25.00,100.00,65.00,35.00
255633,611,5,2,9,700.00,6300.00,4095.00,2205.00
255634,83,3,4,1,75.00,75.00,48.75,26.25
255635,547,16,2,12,700.00,8400.00,5460.00,2940.00
255636,253,14,4,4,75.00,300.00,195.00,105.00
255637,360,19,7,6,40.00,240.00,156.00,84.00
255638,566,12,6,8,25.00,200.00,130.00,70.00
255639,709,18,5,1,180.00,180.00,117.00,63.00
255640,520,7,3,7,300.00,2100.00,1365.00,735.00
255641,433,19,6,6,25.00,150.00,97.50,52.50
255642,302,3,7,12,40.00,480.00,312.00,168.00
255643,135,5,2,3,700.00,2100.00,1365.00,735.00
255644,301,16,2,8,700.00,5600.00,3640.00,1960.00
255645,325,8,5,10,180.00,1800.00,1170.00,630.00
255646,171,5,6,10,25.00,250.00,162.50,87.50
255647,676,18,2,6,700.00,4200.00,2730.00,1470.00
255648,366,17,4,7,75.00,525.00,341.25,183.75
255649,473,1,5,9,180.00,1620.00,1053.00,567.00
255650,47,18,3,6,300.00,1800.00,1170.00,630.00
255651,654,16,3,10,300.00,3000.00,1950.00,1050.00
255652,618,7,6,8,25.00,200.00,130.00,70.00
255653,515,14,6,2,25.00,50.00,32.50,17.50
255654,343,4,4,7,75.00,525.00,341.25,183.75
255655,39,4,1,4,900.00,3600.00,2340.00,1260.00
255656,532,6,1,3,900.00,2700.00,1755.00,945.00
255657,369,4,6,8,25.00,200.00,130.00,70.00
255658,584,20,6,7,25.00,175.00,113.75,61.25
255659,390,4,4,10,75.00,750.00,487.50,262.50
255660,429,12,5,13,180.00,2340.00,1521.00,819.00
255661,244,20,4,12,75.00,900.00,585.00,315.00
255662,62,11,6,10,25.00,250.00,162.50,87.50
255663,123,3,2,6,700.00,4200.00,2730.00,1470.00
255664,248,8,3,4,300.00,1200.00,780.00,420.00
255665,430,11,2,13,700.00,9100.00,5915.00,3185.00
255666,556,12,7,14,40.00,560.00,364.00,196.00
255667,565,14,4,1,75.00,75.00,48.75,26.25
255668,46,19,4,5,75.00,375.00,243.75,131.25
255669,515,14,3,2,300.00,600.00,390.00,210.00
255670,619,15,6,8,25.00,200.00,130.00,70.00
255671,501,11,3,3,300.00,900.00,585.00,315.00
255672,262,2,1,2,900.00,1800.00,1170.00,630.00
255673,357,4,1,7,900.00,6300.00,4095.00,2205.00
255674,462,4,7,2,40.00,80.00,52.00,28.00
255675,148,18,6,11,25.00,275.00,178.75,96.25
255676,83,2,2,3,700.00,2100.00,1365.00,735.00
255677,601,3,7,2,40.00,80.00,52.00,28.00
255678,132,4,3,9,300.00,2700.00,1755.00,945.00
255679,722,19,6,4,25.00,100.00,65.00,35.00
255680,431,4,5,6,180.00,1080.00,702.00,378.00
255681,154,4,6,14,25.00,350.00,227.50,122.50
255682,350,12,6,14,25.00,350.00,227.50,122.50
255683,540,10,6,14,25.00,350.00,227.50,122.50
255684,655,1,4,13,75.00,975.00,633.75,341.25
255685,463,7,6,1,25.00,25.00,16.25,8.75
255686,304,17,3,10,300.00,3000.00,1950.00,1050.00
255687,469,7,4,10,75.00,750.00,487.50,262.50
255688,120,5,7,1,40.00,40.00,26.00,14.00
255689,207,4,7,11,40.00,440.00,286.00,154.00
255690,278,14,7,12,40.00,480.00,312.00,168.00
255691,698,10,7,5,40.00,200.00,130.00,70.00
255692,383,11,1,1,900.00,900.00,585.00,315.00
255693,575,20,4,8,75.00,600.00,390.00,210.00
255694,195,4,3,3,300.00,900.00,585.00,315.00
255695,632,8,7,13,40.00,520.00,338.00,182.00
255696,235,15,3,6,300.00,1800.00,1170.00,630.00
255697,713,14,7,9,40.00,360.00,234.00,126.00
255698,497,10,5,5,180.00,900.00,585.00,315.00
255699,624,3,7,6,40.00,240.00,156.00,84.00
255700,491,11,5,4,180.00,720.00,468.00,252.00
255701,201,10,1,3,900.00,2700.00,1755.00,945.00
255702,691,10,3,10,300.00,3000.00,1950.00,1050.00
255703,217,10,6,2,25.00,50.00,32.50,17.50
255704,227,13,4,8,75.00,600.00,390.00,210.00
255705,481,10,6,3,25.00,75.00,48.75,26.25
255706,110,9,2,9,700.00,6300.00,4095.00,2205.00
255707,609,2,3,11,300.00,3300.00,2145.00,1155.00
255708,333,13,4,6,75.00,450.00,292.50,157.50
255709,339,4,5,7,180.00,1260.00,819.00,441.00
255710,461,8,5,14,180.00,2520.00,1638.00,882.00
255711,24,12,2,8,700.00,5600.00,3640.00,1960.00
255712,225,12,1,10,900.00,9000.00,5850.00,3150.00
255713,66,18,4,9,75.00,675.00,438.75,236.25
255714,26,3,6,14,25.00,350.00,227.50,122.50
255715,662,6,4,10,75.00,750.00,487.50,262.50
255717,721,18,4,14,75.00,1050.00,682.50,367.50
255718,86,13,5,11,180.00,1980.00,1287.00,693.00
255719,501,18,7,13,40.00,520.00,338.00,182.00
255721,279,1,1,11,900.00,9900.00,6435.00,3465.00
255722,158,7,7,6,40.00,240.00,156.00,84.00
255723,82,17,6,7,25.00,175.00,113.75,61.25
255724,97,7,1,3,900.00,2700.00,1755.00,945.00
255725,454,18,6,1,25.00,25.00,16.25,8.75
255726,269,12,5,12,180.00,2160.00,1404.00,756.00
255727,701,17,4,3,75.00,225.00,146.25,78.75
255728,307,16,6,9,25.00,225.00,146.25,78.75
255729,494,20,4,13,75.00,975.00,633.75,341.25
255730,179,18,7,12,40.00,480.00,312.00,168.00
255731,349,5,2,3,700.00,2100.00,1365.00,735.00
255732,470,4,5,9,180.00,1620.00,1053.00,567.00
255733,36,11,7,2,40.00,80.00,52.00,28.00
255734,677,3,4,3,75.00,225.00,146.25,78.75
255735,110,16,2,13,700.00,9100.00,5915.00,3185.00
255736,89,10,5,2,180.00,360.00,234.00,126.00
255737,270,14,6,7,25.00,175.00,113.75,61.25
255738,528,1,7,9,40.00,360.00,234.00,126.00
255739,622,13,2,2,700.00,1400.00,910.00,490.00
255740,527,13,5,7,180.00,1260.00,819.00,441.00
255741,19,1,7,8,40.00,320.00,208.00,112.00
255742,308,12,7,13,40.00,520.00,338.00,182.00
255743,30,3,3,9,300.00,2700.00,1755.00,945.00
255744,326,4,6,14,25.00,350.00,227.50,122.50
255745,723,3,7,4,40.00,160.00,104.00,56.00
255746,33,7,2,3,700.00,2100.00,1365.00,735.00
255747,321,7,7,4,40.00,160.00,104.00,56.00
255748,267,13,6,5,25.00,125.00,81.25,43.75
255749,719,17,3,12,300.00,3600.00,2340.00,1260.00
